32,IT와경영정보시스템,42314,42342,11324,21214,33424,23413,21243,32212,23411,33242
33,경영의사결정론,31234,12312,42241,34221,34444,11334,22321,43343,12113,23243
34,마케팅특강,41344,32121,14223,12141,43141,24423,22122,44421,22412,11314
35,무역영어,44323,11132,14213,24242,13434,33143,23141,23244,31213,42142
36,커뮤니케이션과인간,44132,13143,12443,14134,13112,34411,13131,32424,? ,? 
,,33333,33333,33333,33333,22222,22222,22222,22222,? ,? 
37,대중영화의이해,43412,23134,32421,21431,32114,23241,34124,34124,34241,23231
38,한국문화자원의이해,13424,24312,43134,21214,21332,34221,41131,44223,? ,? 
,,33333,33333,33333,33333,22222,22222,22222,22222,? ,? 
39,서유럽문화기행,32141,43241,32124,33142,14241,24342,12134,23312,? ,? 
,,22232,33323,23233,22323,32233,22332,32322,23233,? ,? 
40,재배학원론,43413,33224,11423,22342,24331,42444,44233,32241,14321,33244
41,재배식물생리학,12314,42314,42111,31112,33412,41341,42223,42233,44421,43443
42,인간발달,31211,33442,33112,44131,22433,24124,32443,21233,24K34,22121
43,조리원리,14221,44142,33131,32114,32421,21123,43213,11242,13411,42342
44,지역사회복지론,21423,44341,13124,43124,21422,24413,31134,23443,42323,32311
45,의류소재의이해,44221,23134,14322,32441,22242,33324,22411,12242,21313,21124
46,컴퓨터구조,42433,24322,43444,31313,34441,23324,41412,12131,21324,31431
47,데이터베이스설계및구현,42243,41121,34241,23214,42442,13311,33424,14124,? ,? 
,,33222,32332,33332,23322,33223,32322,33232,22232,? ,? 
48,생활과통계,24132,42321,34132,14234,21324,13432,43231,23243,? ,? 
,,32233,22333,32223,33332,33332,22232,32232,32222,? ,? 
49,R컴퓨팅,33231,22432,13414,24422,12231,43133,34434,32144,? ,? 
,,32232,22322,23232,33323,23333,32323,33232,22232,? ,? 
50,보건통계학,32321,31421,33324,33223,31113,12241,33412,12241,? ,? 
,,22222,22222,22222,22222,33333,33333,33333,33333,? ,? 
51,지역사회간호학,44331,34213,41312,11211,23341,11442,32332,23412,41441,12214
52,간호이론,13324,44242,33124,31114,23343,42411,14324,22424,22313,13243
53,심리검사및측정,21244,14321,22141,13234,12313,43342,24211,44323,42433,23341
54,원격교육론,21124,31334,14123,24213,44234,11332,14213,41213,24232,31134
55,여성교육론,24131,12324,12244,34213,22341,31423,24413,21433,21222,23431
56,인간행동과사회환경,23424,32341,34144,33324,11434,31442,11123,43144,11224,41414
57,사회복지실천론,34421,23433,41321,23212,42424,13432,24341,31213,12142,23441
58,청소년지도방법론,21144,32432,14224,22423,41142,13213,43123,34144,41231,31444
59,유아교육철학및교육사,24324,12123,41213,24412,34243,13432,32144,23211,32423,11413
60,정신건강,24331,24324,31131,33234,14234,22434,41242,34132,? ,? 
,,22222,22233,33322,32222,22322,23333,33333,33332,? ,? 
61,미술의이해와감상,24113,43213,32423,32123,43442,33123,14431,12334,? ,? 
,,23323,33332,32223,32322,32232,33223,22332,23223,? ,? 
62,역사의현장을찾아서,21342,31432,41142,32143,41233,12421,34143,23421,43121,42331
